subjid,hemisphere,layer,pain_high_cogn_high_pain,pain_high_cogn_low_pain,pain_low_cogn_high_pain,pain_low_cogn_low_pain
7356,1,8,73.5231161403462,77.9395617602498,94.4903433348841,79.8011275399601
7356,1,9,70.512527594721,72.9880225968133,88.5259232429795,76.3683906578182
7356,1,10,68.3981137191791,69.1905703916655,83.046392749773,73.919304805385
7356,1,11,66.1574496523743,65.8472118627726,77.7097207922087,71.3780108662226
7356,1,12,63.4320458110878,62.9556480802444,72.6673165289027,68.3631818116357
7356,1,13,60.0774018169793,59.5155474379167,67.3003740709004,64.3727805573504
7356,1,14,55.7282162298635,55.0323294366997,61.4764065522305,59.2186071156975
7356,1,15,51.2868650033097,50.835399410445,56.479885241018,54.6033180469793
7356,1,16,47.0337237764542,47.1058263869648,52.141821185117,50.6871126112004
7356,1,17,43.9658179939387,44.504369537729,49.210787689664,48.0872575995986
7356,1,18,42.125337261331,42.6887910926026,47.3906338030763,46.7271752670205
7356,1,19,40.8629849331217,41.0931687328068,46.3006970047702,45.7943909098674
7356,1,20,40.3783825372977,39.9026117035127,45.9909215876551,44.98685236683
7361,1,1,90.0770681893963,91.6698148443329,97.9264887093304,95.0956433044851
7361,1,2,95.7960376052298,97.3703843653163,103.440644505002,99.7949062227628
7361,1,3,96.4583522064864,98.2005740572443,102.223241590901,98.6676462587616
7361,1,4,93.4951421405748,94.9489458930328,96.9199091367153,94.3554035175838
7361,1,5,90.4344327867147,90.8496785014311,91.0230560260759,89.6243160019319
7361,1,6,88.7278969479151,87.0431509751618,86.1782623788632,85.8523421041798
7361,1,7,87.7980941426055,83.5275825484335,81.5119943795581,82.2472101951071
7361,1,8,86.1637723474675,79.5172126222475,77.0475304758718,77.7896779169391
7361,1,9,83.2740122482752,75.7225863463783,73.1385325664917,72.7891376011878
7361,1,10,80.4481123854951,72.91757055842,70.5134714902557,68.9385977701448
7361,1,11,77.0905961190153,70.4226912252992,68.0531844993253,65.1299261590295
7361,1,12,73.6103701601735,67.4165921190984,65.5173826062988,61.4999868809568
7361,1,13,68.9050958276929,63.5763181411911,62.1120764648244,57.8227486627571
7361,1,14,62.9699631865064,58.5430683601546,57.2990409934276,53.6544970152472
7361,1,15,58.0608989114382,53.9143629402704,52.3074928756651,49.8429770695201
7361,1,16,54.25724281755,49.9539666920823,47.6422135480467,46.1822943365129
7361,1,17,52.105477150348,47.4191181960334,44.2558434813539,43.4516708815911
7361,1,18,50.8949431711593,46.1486068041744,42.1699200935555,41.6437678005467
7361,1,19,49.7217608358657,45.3832898342521,40.8749640575601,40.1494895359564
7361,1,20,48.8149137516522,44.9593861693452,40.3415845750522,39.1523240247804
7375,1,1,94.1237344605425,95.2894173243969,98.1751953886252,88.0644958144638
7375,1,2,101.289509882879,97.8708806757516,107.576462605526,92.8825179609205
7375,1,3,101.925628580405,96.6875215948134,109.272612876026,93.1824315826112
7375,1,4,97.9070208774102,93.3824014299084,104.613160991675,90.0055779882613
7375,1,5,92.1526865364839,89.798943216191,97.8497777362582,86.3468057483292
7375,1,6,87.5026399736176,86.3583994889702,91.6449186358685,83.815628966069
7375,1,7,84.2930702927123,83.0867353997081,85.5215321790332,81.2888945444806
7375,1,8,81.2140056718087,79.2720845087878,79.4752469308874,78.3103485155879
7375,1,9,78.0285012687664,75.3150035311333,73.8914813346551,75.2082824465687
7375,1,10,75.8121260467136,72.1452699800797,69.8701608454209,72.774652409461
7375,1,11,73.5523452452369,68.8984117410966,66.4675630778859,70.1438320482324
7375,1,12,70.793327436227,65.4011768425728,63.3945946826018,67.2822459393316
7375,1,13,66.5581433914284,61.5865972110603,60.1019562101773,63.315937650824
7375,1,14,60.6191286375142,57.096924677024,56.1234372477721,58.1687955800751
7375,1,15,55.3903568438645,52.7964088346029,52.0005932553757,53.5913634732533
7375,1,16,51.409153698159,48.7085971611813,47.5929733966076,49.9415314872937
7375,1,17,49.2811248554393,45.5888057797777,44.3093962223579,47.7063314923193
7375,1,18,48.3241402120674,43.6718510716125,42.2012482835444,46.6352559692355
7375,1,19,47.5855656079237,42.5459849646071,40.7035472372238,45.8582039121129
7375,1,20,47.029147373348,42.0782025175942,40.1126668747434,45.1988098819199
7376,1,1,92.4506540101541,82.5581097880763,97.9378261837887,97.1467247696185
7376,1,2,98.8243140924778,87.749680263384,103.925531685112,105.255940275381
7376,1,3,99.0684573499663,88.6078496433366,103.356293822962,107.544642806046
7376,1,4,95.607902859826,85.931222502271,98.6939092007304,103.81748328438
7376,1,5,91.2021772746825,82.8567920315441,93.5077654049636,97.3080104724128
7376,1,6,87.3168344213142,80.7560980669418,89.248767354656,91.0809275586789
7376,1,7,83.408477280956,79.1040753860737,85.4053914291566,85.5024909718007
7376,1,8,79.2562763733297,76.8531974222756,80.8765410941594,80.5995733811606
7376,1,9,75.6195072440144,73.2028683912501,76.6881485778259,76.6032822547156
7376,1,10,73.299548091355,69.7618551672587,73.5005091237601,74.1274082409195
7376,1,11,71.4158303018943,65.9799422785585,70.1848202050056,71.8942364854119
7376,1,12,69.5613329945386,62.1110681510666,66.6122022236707,69.3930178154374
7376,1,13,66.8622240359315,57.8793431110894,62.2915941686223,65.7922082831132
7376,1,14,62.5750748706016,53.0023197354909,57.2285740596662,60.7452189474747
7376,1,15,57.6344654948655,48.8644568288619,52.9046911755094,55.6506418484071
7376,1,16,52.6921601668966,45.4865553398461,49.0415675709704,50.928290453818
7376,1,17,48.9440828021899,43.5965060311901,46.29779621797,47.5797313372267
7376,1,18,46.4651703025323,42.9296558761102,44.7098957394486,45.3321665239482
7376,1,19,44.7429579836175,42.4781596136838,43.7944452685165,43.5042367966014
7376,1,20,43.8210037764803,41.971461228752,43.4609983314814,42.4151614481349
7383,1,1,100.342324184118,92.6047935138233,95.2371062877993,84.6423824073784
7383,1,2,105.523554650605,97.3933589288648,100.859754184635,91.4457868554304
7383,1,3,103.241590382914,98.6503897221298,99.8737321964614,93.6113722512721
7383,1,4,96.0006386937977,96.2933835200976,95.4291365810298,92.1931051293158
7383,1,5,88.5698462567252,92.6933270897478,90.385658640371,89.7077684859069
7383,1,6,83.0870612384251,88.7543260104753,86.2008362610588,87.8245668631597
7383,1,7,78.9898468270821,84.1757100847201,82.9012475525505,85.8149994426667
7383,1,8,75.2804937543408,78.9548292392131,79.3851988843792,82.9276590475371
7383,1,9,71.8177827233066,74.1919524607513,75.7697189877527,79.0123455235699
7383,1,10,69.6206062903053,70.642317767925,72.7890694437539,75.4987743812577
7383,1,11,67.3342104962984,67.592672306374,69.7264504636959,71.8493277696304
7383,1,12,64.6557129682053,64.7234333519991,66.5556664374763,67.7529099656626
7383,1,13,61.3482132274031,61.4642469155078,62.544866164678,62.6639255856823
7383,1,14,56.8818147951649,57.3345908042775,57.3627933259637,56.913075842008
7383,1,15,52.4875333870472,53.41066025747,52.6100406958253,51.9750990385344
7383,1,16,48.3065166047753,49.8456099465539,48.5812661647239,47.8637378758459
7383,1,17,45.3890418023077,47.4730229438358,45.907448444325,45.1007267845878
7383,1,18,43.7141931036947,46.2854930962532,44.3484723995822,43.3484757824272
7383,1,19,42.5639527129798,45.4718198240982,43.393231626128,42.0622746782496
7383,1,20,42.1225419048591,45.1105994838419,42.9092562841874,41.1800849730955
7402,1,1,89.7050576973871,93.6829455255443,102.100905563577,89.5773624038909
7402,1,2,95.9673582814855,96.3548350798576,110.135125985615,96.9014422954906
